route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,peak_flag,fare_id,wheelchair_accessible,bikes_allowed
100031,18999,693992207,"Downtown Seattle South Park","LOCAL",1,7450488,10132006,0,101,1,1
100031,18999,693992227,"Downtown Seattle South Park","LOCAL",1,7450517,10132006,0,101,1,1
100031,18999,693992247,"Downtown Seattle South Park","LOCAL",1,7450483,10132006,0,101,1,1
100030,18999,693992337,"Downtown Seattle Highland Park","LOCAL",1,7450487,10131006,0,101,1,1
100030,18999,693992357,"Downtown Seattle Highland Park","LOCAL",1,7450520,10131003,0,101,1,1
100030,18999,693992377,"Downtown Seattle Highland Park","LOCAL",1,7450519,10131006,0,101,1,1
100030,18999,693992397,"Downtown Seattle Highland Park","LOCAL",1,7450484,10131003,0,101,1,1
100030,18999,693992417,"Downtown Seattle Highland Park","LOCAL",1,7450485,10131003,0,101,1,1
100030,18999,693992437,"Downtown Seattle Highland Park","LOCAL",1,7450487,10131003,0,101,1,1
100030,18999,693992457,"Downtown Seattle Highland Park","LOCAL",1,7450518,10131003,0,101,1,1
100030,18999,693992477,"Downtown Seattle Highland Park","LOCAL",1,7450491,10131003,0,101,1,1
100030,18999,693992497,"Downtown Seattle Highland Park","LOCAL",1,7450520,10131003,0,101,1,1
100030,18999,693992517,"Downtown Seattle Highland Park","LOCAL",1,7450516,10131003,0,101,1,1
100031,18999,693992547,"Downtown Seattle South Park","LOCAL",1,7450483,10132006,0,101,1,1
100030,18999,693992557,"Downtown Seattle Highland Park","LOCAL",1,7450485,10131003,0,101,1,1
100031,18999,693992567,"Downtown Seattle South Park","LOCAL",1,7450521,10132006,0,101,1,1
100030,18999,693992577,"Downtown Seattle Highland Park","LOCAL",1,7450487,10131006,0,101,1,1
100031,18999,693992587,"Downtown Seattle South Park","LOCAL",1,7450486,10132006,0,101,1,1
100030,18999,693992597,"Downtown Seattle Highland Park","LOCAL",1,7450518,10131003,0,101,1,1
100031,18999,693992607,"Downtown Seattle South Park","LOCAL",1,7450488,10132006,0,101,1,1
100030,18999,693992617,"Downtown Seattle Highland Park","LOCAL",1,7450491,10131006,0,101,1,1
100031,18999,693992627,"Downtown Seattle South Park","LOCAL",1,7450517,10132006,0,101,1,1
100030,18999,693992637,"Downtown Seattle Highland Park","LOCAL",1,7450483,10131003,0,101,1,1
100031,18999,693992647,"Downtown Seattle South Park","LOCAL",1,7450516,10132006,0,101,1,1
100030,18999,693992657,"Downtown Seattle Highland Park","LOCAL",1,7450521,10131006,0,101,1,1
100031,18999,693992667,"Downtown Seattle South Park","LOCAL",1,7450487,10132006,0,101,1,1
100030,18999,693992677,"Downtown Seattle Highland Park","LOCAL",1,7450486,10131003,0,101,1,1
100031,18999,693992687,"Downtown Seattle South Park","LOCAL",1,7450485,10132006,0,101,1,1
100030,18999,693992697,"Downtown Seattle Highland Park","LOCAL",1,7450488,10131006,0,101,1,1
100031,18999,693992707,"Downtown Seattle South Park","LOCAL",1,7450491,10132006,0,101,1,1
100030,18999,693992717,"Downtown Seattle Highland Park","LOCAL",1,7450517,10131003,0,101,1,1
100031,18999,693992727,"Downtown Seattle South Park","LOCAL",1,7450518,10132006,0,101,1,1
100030,18999,693992737,"Downtown Seattle Highland Park","LOCAL",1,7450516,10131006,0,101,1,1
100031,18999,693992747,"Downtown Seattle South Park","LOCAL",1,7450521,10132006,0,101,1,1
100031,18999,693992757,"Downtown Seattle South Park","LOCAL",1,7450483,10132006,0,101,1,1
100031,18999,693992767,"Downtown Seattle South Park","LOCAL",1,7450488,10132006,0,101,1,1
100031,18999,693992777,"Downtown Seattle South Park","LOCAL",1,7450486,10132006,0,101,1,1
100023,18999,693993207,"Seattle Tacoma International Airport Georgetown","LOCAL",0,7450489,21124059,0,101,1,1
100023,18999,693993227,"Seattle Tacoma International Airport Georgetown","LOCAL",0,7450482,21124059,0,101,1,1
100249,18999,694000347,"Broadway First Hill","LOCAL",1,7450498,10060003,0,101,1,1
100249,18999,694000357,"Broadway First Hill","LOCAL",1,7450494,10060003,0,101,1,1
100249,18999,694000367,"Westwood Village N Beacon Hill","LOCAL",0,7450494,21060004,0,101,1,1
100249,18999,694000377,"Broadway First Hill","LOCAL",1,7450500,10060003,0,101,1,1
100249,18999,694000387,"Broadway First Hill","LOCAL",1,7450500,10060003,0,101,1,1
100249,18999,694000397,"Broadway First Hill","LOCAL",1,7450497,10060003,0,101,1,1
100249,18999,694000407,"Westwood Village N Beacon Hill","LOCAL",0,7450494,21060004,0,101,1,1
100249,18999,694000417,"Westwood Village N Beacon Hill","LOCAL",0,7450500,21060004,0,101,1,1
100249,18999,694000427,"Westwood Village N Beacon Hill","LOCAL",0,7450500,21060004,0,101,1,1
100249,18999,694000437,"Broadway First Hill","LOCAL",1,7450498,10060003,0,101,1,1
100249,18999,694000447,"Westwood Village N Beacon Hill","LOCAL",0,7450500,21060004,0,101,1,1
100249,18999,694000457,"Broadway First Hill","LOCAL",1,7450528,10060003,0,101,1,1
100249,18999,694000467,"Westwood Village N Beacon Hill","LOCAL",0,7450497,21060004,0,101,1,1
100249,18999,694000477,"Broadway First Hill","LOCAL",1,7450496,10060003,0,101,1,1
100249,18999,694000487,"Westwood Village N Beacon Hill","LOCAL",0,7450498,21060004,0,101,1,1
100249,18999,694000497,"Westwood Village N Beacon Hill","LOCAL",0,7450496,21060004,0,101,1,1
100249,18999,694000507,"Broadway First Hill","LOCAL",1,7450495,10060003,0,101,1,1
100249,18999,694000517,"Broadway First Hill","LOCAL",1,7450498,10060003,0,101,1,1
100249,18999,694000527,"Broadway First Hill","LOCAL",1,7450493,10060003,0,101,1,1
100249,18999,694000537,"Broadway First Hill","LOCAL",1,7450496,10060003,0,101,1,1
100249,18999,694000547,"Westwood Village N Beacon Hill","LOCAL",0,7450495,21060004,0,101,1,1
100249,18999,694000557,"Westwood Village N Beacon Hill","LOCAL",0,7450498,21060004,0,101,1,1
100249,18999,694000567,"Westwood Village N Beacon Hill","LOCAL",0,7450498,21060004,0,101,1,1
100249,18999,694000577,"Broadway First Hill","LOCAL",1,7450495,10060003,0,101,1,1
100249,18999,694000587,"Broadway First Hill","LOCAL",1,7450530,10060003,0,101,1,1
100249,18999,694000597,"Broadway First Hill","LOCAL",1,7450496,10060003,0,101,1,1
100249,18999,694000607,"Westwood Village N Beacon Hill","LOCAL",0,7450528,21060004,0,101,1,1
100249,18999,694000617,"Broadway First Hill","LOCAL",1,7450494,10060003,0,101,1,1
100249,18999,694000627,"Westwood Village N Beacon Hill","LOCAL",0,7450493,21060004,0,101,1,1
100249,18999,694000637,"Broadway First Hill","LOCAL",1,7450528,10060003,0,101,1,1
100249,18999,694000647,"Westwood Village N Beacon Hill","LOCAL",0,7450530,21060004,0,101,1,1
